Title,Company,Location,Job Type,Job Link,Référence,Publiée le,Type de poste,Lieu de travail,Expérience,Étude,Disponibilité,Langues,Salary,Mobility
02-technicien Moules,PLASTIC ELECTROMECHANIC COMPANY PEC,Zaghouan,"CDD, ,, SIVP",https://www.keejob.com/offres-emploi/210852/02-technicien-moules/,210852,19 novembre 2024,"CDD, ,, SIVP","Hammam Zriba, Zaghouan, Tunisie",Aucune expérience,Bac + 3,Plein temps,Français,,
Assistant(e) standard ( Planning tournant ),GLOBAL CUSTOMER SUPPORT GCS (GROUPE SGP),Ariana,CDD,https://www.keejob.com/offres-emploi/210851/assistante-standard-planning-tournant/,210851,19 novembre 2024,CDD,"Ariana Ville, Ariana, Tunisie",Entre 1 et 2 ans,Bac + 3,Plein temps,Français,,
Directeur Admintratif et Financier,COGEB,Sousse,CDI,https://www.keejob.com/offres-emploi/211629/directeur-admintratif-et-financier/,211629,19 novembre 2024,CDI,"Sousse Ville, Sousse, Tunisie",Entre 2 et 5 ans,Bac + 4,Plein temps,Français,,
Chimie Analytique et Instrumentation,DAR ESSAYDALI,Sfax,"CDD, ,, SIVP",https://www.keejob.com/offres-emploi/211580/chimie-analytique-et-instrumentation/,211580,19 novembre 2024,"CDD, ,, SIVP","Sfax Ville, Sfax, Tunisie",Entre 5 et 10 ans,Bac + 5,Plein temps,"Arabe , Français , Anglais",,
Métreur,STRAM,La Manouba,"CDD, ,, SIVP",https://www.keejob.com/offres-emploi/210791/m%C3%A9treur/,210791,19 novembre 2024,"CDD, ,, SIVP","Mornaguia, La Manouba, Tunisie",Entre 1 et 2 ans,Bac + 3,Plein temps,Français,,Locale
Responsable RH et Financier Polyvalent(e).,DEPOGRO,Ariana,"CDI, ,, CDD, ,, SIVP",https://www.keejob.com/offres-emploi/211609/responsable-rh-et-financier-polyvalente/,211609,19 novembre 2024,"CDI, ,, CDD, ,, SIVP","La Soukra, Ariana, Tunisie",Entre 1 et 2 ans,Bac + 3,Plein temps,"Arabe , Français , Anglais",900 - 1200 DT / Mois,Locale
Technicien Service Desk Francophone H/F,Manpower,Ariana,CDI,https://www.keejob.com/offres-emploi/211603/technicien-service-desk-francophone-hf/,211603,19 novembre 2024,CDI,"Ariana, Tunisie",Moins d'un an,Bac + 3,Plein temps,Français,850 - 1000 DT / Mois,
HELPDESK,CPL JOBS,Ariana,Unspecified,https://www.keejob.com/offres-emploi/210856/helpdesk/,210856,19 novembre 2024,,"Ariana, Tunisie",Entre 2 et 5 ans,Bac + 5,Plein temps,Allemand,1600 - 1800 DT / Mois,
RESPONSABLE ACHAT INDUSTRIEL,,Zaghouan,CDI,https://www.keejob.com/offres-emploi/211576/responsable-achat-industriel/,211576,19 novembre 2024,CDI,"Zaghouan, Zaghouan, Tunisie",Entre 2 et 5 ans,Bac + 4,Plein temps,"Arabe , Français",,
Comptable Confirmé( e),ACTIVE CONTACT,Tunis,CDI,https://www.keejob.com/offres-emploi/210828/comptable-confirm%C3%A9-e/,210828,19 novembre 2024,CDI,"Centre ville, Tunis, Tunisie",Entre 2 et 5 ans,Bac + 5,Plein temps,"Français , Anglais",1200 - 1500 DT / Mois,
Vendeur/ Caissier Zara Tunisia Mall,TUNTEX,Ariana,Unspecified,https://www.keejob.com/offres-emploi/211597/vendeur-caissier-zara-tunisia-mall/,211597,19 novembre 2024,,"Ariana, Tunisie",Aucune expérience,Bac,Plein temps,,700 - DT / Mois,
Technicien support IT,COLLEGE LASALLE INTERNATIONAL TUNIS,Tunis,CDI,https://www.keejob.com/offres-emploi/210853/technicien-support-it/,210853,19 novembre 2024,CDI,"Centre ville, Tunis, Tunisie",Aucune expérience,Secondaire,Plein temps,Français,700 - 1000 DT / Mois,
Analyste Développement Analytique,TERIAK,La Manouba,"CDI, ,, CDD, ,, SIVP",https://www.keejob.com/offres-emploi/211610/analyste-d%C3%A9veloppement-analytique/,211610,19 novembre 2024,"CDI, ,, CDD, ,, SIVP","Borj El Amri, La Manouba, Tunisie",Entre 1 et 2 ans,Bac + 3,Plein temps,"Arabe , Français , Anglais",,
Développeur confirmé(e) Back-end.,FILIASSUR TUNISIE,Ariana,CDI,https://www.keejob.com/offres-emploi/211613/d%C3%A9veloppeur-confirm%C3%A9e-back-end/,211613,19 novembre 2024,CDI,"Ariana Ville, Ariana, Tunisie",Entre 1 et 2 ans,Bac + 4,Plein temps,Français,,
Responsable Centre de Support,ROSE BLANCHE GROUP,Sousse,CDI,https://www.keejob.com/offres-emploi/211620/responsable-centre-de-support/,211620,19 novembre 2024,CDI,"Sousse Ville, Sousse, Tunisie",Entre 5 et 10 ans,Bac + 5,Plein temps,Français,,
Contrôleur préparation entrepôt,AZIZA,Ben Arous,CDD,https://www.keejob.com/offres-emploi/211626/contr%C3%B4leur-pr%C3%A9paration-entrep%C3%B4t/,211626,19 novembre 2024,CDD,"Ben Arous, Ben Arous, Tunisie",Moins d'un an,Bac + 2,Plein temps,"Arabe , Français",,
Comptable,METAM,Bizerte,CDI,https://www.keejob.com/offres-emploi/211618/comptable/,211618,19 novembre 2024,CDI,"Menzel Jemil, Bizerte, Tunisie",Entre 5 et 10 ans,Bac + 5,Plein temps,Français,1000 - 3000 DT / Mois,
Chef de partie,MOVENPICK HÔTEL DU LAC TUNIS,Tunis,CDD,https://www.keejob.com/offres-emploi/211596/chef-de-partie/,211596,19 novembre 2024,CDD,"Tunis, Tunisie",Entre 2 et 5 ans,Formations professionnelles,Plein temps,,1000 - 2000 DT / Mois,
Conseillère de Vente,ARGANIA DISTRIBUTION,Tunis,"CDD, ,, SIVP",https://www.keejob.com/offres-emploi/210835/conseill%C3%A8re-de-vente/,210835,19 novembre 2024,"CDD, ,, SIVP","Tunis, Tunisie",Entre 1 et 2 ans,Bac + 2,Plein temps,"Arabe , Français , Anglais",,
Technicien maintenance,DAR ESSAYDALI,Sfax,CDD,https://www.keejob.com/offres-emploi/211579/un-technicien-maintenance/,211579,19 novembre 2024,CDD,"Sfax Ville, Sfax, Tunisie",Entre 2 et 5 ans,Bac + 3,Plein temps,"Arabe , Français , Anglais",,
Gestionnaire Assurance Santé,WECOVER,Tunis,Unspecified,https://www.keejob.com/offres-emploi/211606/gestionnaire-assurance-sant%C3%A9/,211606,19 novembre 2024,,"El Kram, Tunis, Tunisie",Aucune expérience,Bac + 3,Plein temps,Français,900 - 1500 DT / Mois,
Agent d'accueil,IMMOBILIÈRE GLOULOU,Sousse,"CDD, ,, SIVP",https://www.keejob.com/offres-emploi/211562/agent-daccueil/,211562,19 novembre 2024,"CDD, ,, SIVP","Sousse Ville, Sousse, Tunisie",Entre 1 et 2 ans,Bac + 3,Plein temps,"Arabe , Français , Anglais",,
Informaticien Espagnol / Portugais,CPL JOBS,Tunis,CDI,https://www.keejob.com/offres-emploi/210855/informaticien-espagnol-portugais/,210855,19 novembre 2024,CDI,"Tunis, Tunisie",Entre 1 et 2 ans,Bac + 3,Plein temps,"Français , Espagnol , Portugais",1500 - 1800 DT / Mois,
ASSISTANTE ADMINISTRATIVE ET COMPTABLE,SPIRIT IMMOBILIERE,Ariana,"CDI, ,, SIVP",https://www.keejob.com/offres-emploi/211208/assistante-administrative-et-comptable/,211208,19 novembre 2024,"CDI, ,, SIVP","La Soukra, Ariana, Tunisie",Entre 1 et 2 ans,Bac + 3,Plein temps,"Arabe , Français",1300 - DT / Mois,
Conducteurs de machine des Cahiers,ELANOVA CONSULTING,Sousse,"CDI, ,, CDD",https://www.keejob.com/offres-emploi/211581/2-conducteurs-de-machine-des-cahiers/,211581,19 novembre 2024,"CDI, ,, CDD","Sousse, Tunisie",Entre 2 et 5 ans,Formations professionnelles,Plein temps,"Arabe , Français",,
TECHNICO-COMMERCIAL ( KEF/JENDOUBA/SELIANA),DEUTSCHCOLOR,Le Kef,CDD,https://www.keejob.com/offres-emploi/210833/technico-commercial-kefjendoubaseliana/,210833,19 novembre 2024,CDD,"Le Kef, Tunisie",Entre 1 et 2 ans,Bac + 3,Plein temps,"Arabe , Français , Anglais",1000 - 2500 DT / Mois,"Locale, International"
ASSISTANTE EN ADMINISTRATION RH,,Ben Arous,CDD,https://www.keejob.com/offres-emploi/211615/assistante-en-administration-rh/,211615,19 novembre 2024,CDD,"Ben Arous, Ben Arous, Tunisie",Entre 1 et 2 ans,Bac + 3,Plein temps,"Arabe , Français",,
PFE / Alternance Commercial Digitalisation SI,,Ariana,"Stage/PFE, ,, Stage",https://www.keejob.com/offres-emploi/211574/pfe-commercial-it-digitalisation-de-si/,211574,19 novembre 2024,"Stage/PFE, ,, Stage","Ariana, Tunisie",Moins d'un an,Bac + 3,Plein temps,"Arabe , Français , Anglais",,
Téléprospecteur B2B (1800dt net/mois),PARTNER RECRUITMENT,Tunis,Unspecified,https://www.keejob.com/offres-emploi/210843/t%C3%A9l%C3%A9prospecteur-b2b-1800dt-netmois/,210843,19 novembre 2024,,"Tunis, Tunisie",Entre 2 et 5 ans,Bac + 3,Plein temps,Français,-1800 - 1800 DT / Mois,
CHEF DE PROJET MAÎTRISE D'OUVRAGE,FILIASSUR TUNISIE,Ariana,"CDI, ,, SIVP",https://www.keejob.com/offres-emploi/211614/chef-de-projet-ma%C3%AEtrise-douvrage/,211614,19 novembre 2024,"CDI, ,, SIVP","Ariana, Tunisie",Entre 1 et 2 ans,Bac + 3,Plein temps,Français,,"Locale, International"
Technicien HELPDESK Germanophone,CPL JOBS,Tunis,CDI,https://www.keejob.com/offres-emploi/210854/technicien-helpdesk-germanophone/,210854,19 novembre 2024,CDI,"El Kram, Tunis, Tunisie",Aucune expérience,Formations professionnelles,Plein temps,Allemand,1600 - 1900 DT / Mois,
Comptable débiteur,GROUPE STUNAS INDUSTRIES,Nabeul,CDD,https://www.keejob.com/offres-emploi/210807/comptable-d%C3%A9biteur/,210807,19 novembre 2024,CDD,"Hammamet, Nabeul, Tunisie",Entre 2 et 5 ans,Bac + 3,Plein temps,"Arabe , Français , Anglais",1 - 2 DT / Mois,Locale
Mechanical Technician,LRT INNOVATION LABS,Ben Arous,CDI,https://www.keejob.com/offres-emploi/211617/mechanical-technician-mechanical-engineer/,211617,19 novembre 2024,CDI,"Fouchana, Ben Arous, Tunisie",Entre 2 et 5 ans,Bac + 5,Plein temps,Anglais,1000 - DT / Mois,
Technicien Laboratoire Contrôle Qualité,,Sousse,"CDD, ,, SIVP",https://www.keejob.com/offres-emploi/210842/technicien-laboratoire-contr%C3%B4le-qualit%C3%A9/,210842,19 novembre 2024,"CDD, ,, SIVP","Kalaa El Kebira, Sousse, Tunisie",Entre 1 et 2 ans,Bac + 3,Plein temps,Français,700 - 1000 DT / Mois,
Planificateur Logistique de production,,Bizerte,CDD,https://www.keejob.com/offres-emploi/211582/planificateur-logistique-de-production/,211582,19 novembre 2024,CDD,"Menzel Jemil, Bizerte, Tunisie",Entre 2 et 5 ans,Bac + 3,Plein temps,"Arabe , Français , Anglais , Italien",900 - 1100 DT / Mois,Locale
Responsable Automatisme,,Bizerte,"CDI, ,, CDD",https://www.keejob.com/offres-emploi/211583/responsable-automatisme/,211583,19 novembre 2024,"CDI, ,, CDD","Bizerte Nord, Bizerte, Tunisie",Entre 5 et 10 ans,Bac + 5,Plein temps,"Arabe , Français , Anglais , Italien",,
Directeur de Développement Professionnel,ROSE BLANCHE GROUP,Sousse,CDI,https://www.keejob.com/offres-emploi/210819/directeur-de-d%C3%A9veloppement-professionnel/,210819,19 novembre 2024,CDI,"Sousse Ville, Sousse, Tunisie",Plus que 10 ans,Bac + 3,Plein temps,"Arabe , Français , Anglais",,
Ingénieur des affaires,,Ariana,"CDI, ,, CDD, ,, SIVP",https://www.keejob.com/offres-emploi/211604/ing%C3%A9nieur-des-affaires/,211604,19 novembre 2024,"CDI, ,, CDD, ,, SIVP","Ariana, Tunisie",Moins d'un an,Bac + 5,Plein temps,"Arabe , Français , Anglais",,"Locale, International"
Chargé d'affaires commerciales,METAL2000,Sousse,"CDI, ,, CDD",https://www.keejob.com/offres-emploi/211560/charg%C3%A9-daffaires-commerciales/,211560,19 novembre 2024,"CDI, ,, CDD","Sousse Ville, Sousse, Tunisie",Entre 2 et 5 ans,Bac + 5,Plein temps,Français,1500 - 2500 DT / Mois,International
Conseiller(e)s de Vente / Caissier(e)s,BEN YAGHLANE SHOPS,Tunis,Unspecified,https://www.keejob.com/offres-emploi/210809/conseilleres-de-vente-caissieres/,210809,19 novembre 2024,,"La Marsa, Tunis, Tunisie",Aucune expérience,Bac,Plein temps,"Arabe , Français",,
Analyste Fonctionnel (Business Analyst),ROSE BLANCHE GROUP,Sousse,CDI,https://www.keejob.com/offres-emploi/211621/analyste-fonctionnel-business-analyst/,211621,19 novembre 2024,CDI,"Sousse Ville, Sousse, Tunisie",Entre 2 et 5 ans,Bac + 5,Plein temps,Français,,
Chargé de Formation,CERAMICS,Tunis,"CDI, ,, CDD",https://www.keejob.com/offres-emploi/211622/charg%C3%A9-de-formation/,211622,19 novembre 2024,"CDI, ,, CDD","Centre ville, Tunis, Tunisie",Entre 2 et 5 ans,Bac + 3,Plein temps,Français,1200 - 2000 DT / Mois,
Surveillante scolaire H/F,Manpower,Ben Arous,"CDD, ,, Intérim",https://www.keejob.com/offres-emploi/211608/surveillante-scolaire-hf/,211608,19 novembre 2024,"CDD, ,, Intérim","Megrine, Ben Arous, Tunisie",Aucune expérience,Bac + 3,Plein temps,"Arabe , Français , Anglais",500 - 600 DT / Mois,
Responsable de production,SMIFAL TEXTILE COMPANY,Zaghouan,Unspecified,https://www.keejob.com/offres-emploi/211600/responsable-de-production/,211600,19 novembre 2024,,"Hammam Zriba, Zaghouan, Tunisie",Entre 2 et 5 ans,Bac + 3,Plein temps,Français,1 - 2 DT / Mois,
Human Relation Advisor,ASTRAGALE,Sousse,"CDI, ,, SIVP",https://www.keejob.com/offres-emploi/211623/human-relation-advisor/,211623,19 novembre 2024,"CDI, ,, SIVP","Sousse Ville, Sousse, Tunisie",Entre 1 et 2 ans,Bac,Plein temps,Anglais,700 - 4000 DT / Mois,
Commercial Mutuelle santé (télévente),FILIASSUR TUNISIE,Ariana,"CDI, ,, SIVP",https://www.keejob.com/offres-emploi/211612/commercial-mutuelle-sant%C3%A9-t%C3%A9l%C3%A9vente/,211612,19 novembre 2024,"CDI, ,, SIVP","Ariana, Tunisie",Entre 1 et 2 ans,Bac + 3,Plein temps,Français,1130 - DT / Mois,
Comptable,AABS,Ariana,"CDI, ,, CDD, ,, SIVP",https://www.keejob.com/offres-emploi/211598/comptable/,211598,19 novembre 2024,"CDI, ,, CDD, ,, SIVP","Ariana, Tunisie",Aucune expérience,Bac + 5,Plein temps,"Arabe , Français , Anglais",500 - 1200 DT / Mois,"Locale, International"
Responsable Financière,,Zaghouan,CDI,https://www.keejob.com/offres-emploi/211564/responsable-financi%C3%A8re/,211564,18 novembre 2024,CDI,"Zaghouan, Zaghouan, Tunisie",Entre 2 et 5 ans,Bac + 3,Plein temps,"Français , Anglais",,
Commercial,TANIT TRADING,Nabeul,"CDD, ,, SIVP",https://www.keejob.com/offres-emploi/211501/commercial-poste-bas%C3%A9-%C3%A0-nabeul/,211501,18 novembre 2024,"CDD, ,, SIVP","Dar Chaabane Elfehri, Nabeul, Tunisie",Aucune expérience,Bac + 3,Plein temps,"Arabe , Français",700 - 800 DT / Mois,Locale
CHEF COMPTABLE,ARTUS,Tunis,CDI,https://www.keejob.com/offres-emploi/210762/chef-comptable/,210762,18 novembre 2024,CDI,"El Menzah, Tunis, Tunisie",Entre 5 et 10 ans,Bac + 5,Plein temps,"Arabe , Français",,
Consultant Développeur ODOO / Python,ALANOVA COONSULT,Tunis,"CDI, ,, CDD, ,, SIVP",https://www.keejob.com/offres-emploi/211500/consultant-d%C3%A9veloppeur-odoo-python/,211500,18 novembre 2024,"CDI, ,, CDD, ,, SIVP","Centre ville, Tunis, Tunisie",Entre 1 et 2 ans,Bac + 3,Plein temps,,1 - 2 DT / Mois,Locale
Une Chargée de Service Client,DARI EN KIT,Nabeul,"CDI, ,, CDD, ,, SIVP",https://www.keejob.com/offres-emploi/211515/charg%C3%A9-de-service-client-bo-recouvrement/,211515,18 novembre 2024,"CDI, ,, CDD, ,, SIVP","Grombalia, Nabeul, Tunisie",Entre 2 et 5 ans,Bac,Plein temps,"Arabe , Français",700 - DT / Mois,Locale
Télévendeurs (Emission et Réception D'appel),AFFINICIA LAB,Ariana,"CDI, ,, SIVP",https://www.keejob.com/offres-emploi/211537/t%C3%A9l%C3%A9vendeurs-emission-et-r%C3%A9ception-dappel/,211537,18 novembre 2024,"CDI, ,, SIVP","Ariana Ville, Ariana, Tunisie",Entre 1 et 2 ans,Bac,Plein temps,Français,1000 - DT / Mois,
Conducteur de travaux,,Tunis,"CDI, ,, CDD",https://www.keejob.com/offres-emploi/211510/conducteur-de-travaux/,211510,18 novembre 2024,"CDI, ,, CDD","La Marsa, Tunis, Tunisie",Entre 5 et 10 ans,Bac + 5,Plein temps,"Arabe , Français",1500 - 2500 DT / Mois,Locale
ingénieur fluide,SOCIETE TUNISIENNE FLUIDE,Ben Arous,CDD,https://www.keejob.com/offres-emploi/211566/ing%C3%A9nieur-fluide/,211566,18 novembre 2024,CDD,"Nouvelle Medina, Ben Arous, Tunisie",Aucune expérience,Bac + 5,Plein temps,"Arabe , Français",,Locale
Vendeur/ Caissier Bershka Tunisia mall,TUNTEX,Ariana,Unspecified,https://www.keejob.com/offres-emploi/211569/vendeur-caissier-bershka-tunisia-mall/,211569,18 novembre 2024,,"Ariana, Tunisie",Aucune expérience,Bac,Plein temps,,700 - DT / Mois,
Chargé Recouvrement,GENERAL RECOUVREMENT,Sfax,SIVP,https://www.keejob.com/offres-emploi/211563/charg%C3%A9-recouvrement/,211563,18 novembre 2024,SIVP,"Sfax, Tunisie",Aucune expérience,Bac + 3,Plein temps,Français,400 - 600 DT / Mois,
Directeur des études,,Ariana,"CDI, ,, CDD",https://www.keejob.com/offres-emploi/211550/directeur-des-%C3%A9tudes/,211550,18 novembre 2024,"CDI, ,, CDD","Ariana Ville, Ariana, Tunisie",Entre 1 et 2 ans,Bac + 5,Plein temps,"Arabe , Français , Anglais",1 - 2 DT / Mois,"Locale, International"
Acheteuse,PLASTIC ELECTROMECHANIC COMPANY PEC,Zaghouan,"CDI, ,, CDD",https://www.keejob.com/offres-emploi/211535/acheteuse/,211535,18 novembre 2024,"CDI, ,, CDD","Bir Mcherga, Zaghouan, Tunisie",Entre 2 et 5 ans,Bac + 3,Plein temps,"Français , Anglais",,International
Agent de reservation Hébergement,MAKDA IMMOBILIÈRE,Tunis,Unspecified,https://www.keejob.com/offres-emploi/211624/agent-de-reservation-h%C3%A9bergement/,211624,19 novembre 2024,,"La Marsa, Tunis, Tunisie",Entre 2 et 5 ans,Bac + 2,Plein temps,"Français , Anglais",800 - DT / Mois,
Technicien en Génie Civile,STRAM,La Manouba,"CDD, ,, SIVP",https://www.keejob.com/offres-emploi/210792/technicien-en-g%C3%A9nie-civile/,210792,19 novembre 2024,"CDD, ,, SIVP","Mornaguia, La Manouba, Tunisie",Entre 1 et 2 ans,Bac + 3,Plein temps,Français,,Locale
Responsable Financier,KYLOG LOGISTICS,Ben Arous,Unspecified,https://www.keejob.com/offres-emploi/211508/responsable-financier/,211508,18 novembre 2024,,"Rades, Ben Arous, Tunisie",Entre 2 et 5 ans,Bac + 3,Plein temps,"Arabe , Français , Anglais",1 - DT / Mois,
Commercial,COGEB,Sousse,CDI,https://www.keejob.com/offres-emploi/211348/commercial/,211348,18 novembre 2024,CDI,"Sousse Ville, Sousse, Tunisie",Entre 2 et 5 ans,Bac + 3,Plein temps,,1000 - 1500 DT / Mois,
Vidéo creator & editor,GLOBAL COMMUNICATION AGENCY,Tunis,CDD,https://www.keejob.com/offres-emploi/211573/video-creator-t-editor/,211573,18 novembre 2024,CDD,"Tunis, Tunisie",Entre 1 et 2 ans,Bac + 3,Plein temps,Français,1100 - DT / Mois,
Commerciale,FRIGOTECHNIQUE,Tunis,CDD,https://www.keejob.com/offres-emploi/211377/agent-commercial-terrain-et-showroom/,211377,18 novembre 2024,CDD,"Cite El Khadra, Tunis, Tunisie",Entre 1 et 2 ans,Bac + 2,Plein temps,Français,600 - 800 DT / Mois,Locale
Agent Contrôle qualité et laboratoire,,Ben Arous,"CDD, ,, SIVP",https://www.keejob.com/offres-emploi/211499/agent-contr%C3%B4le-qualit%C3%A9-et-laboratoire/,211499,18 novembre 2024,"CDD, ,, SIVP","Hammam Chatt, Ben Arous, Tunisie",Aucune expérience,Bac + 2,Plein temps,"Arabe , Français",542 - 576 DT / Mois,
Pharmacien(ne),,Tunis,"CDI, ,, CDD, ,, SIVP",https://www.keejob.com/offres-emploi/211380/pharmacienne-p%C3%A9parateurs/,211380,18 novembre 2024,"CDI, ,, CDD, ,, SIVP","Cite El Khadra, Tunis, Tunisie",Entre 2 et 5 ans,Formations professionnelles,Plein temps,"Arabe , Français",500 - 2000 DT / Mois,
Responsable Audit,BEN YAGHLANE SHOPS,La Manouba,Unspecified,https://www.keejob.com/offres-emploi/211536/responsable-audit/,211536,18 novembre 2024,,"Oued Ellil, La Manouba, Tunisie",Entre 5 et 10 ans,Bac + 5,Plein temps,,,
Comptable,,Médenine,"CDD, ,, SIVP",https://www.keejob.com/offres-emploi/211509/comptable-interne-f-djerba/,211509,18 novembre 2024,"CDD, ,, SIVP","Midoun, Médenine, Tunisie",Entre 1 et 2 ans,Bac + 3,Plein temps,"Arabe , Français",1 - DT / Mois,
RESPONSABLE ACHAT INDUSTRIEL,,Zaghouan,CDI,https://www.keejob.com/offres-emploi/211544/responsable-achat-industriel/,211544,18 novembre 2024,CDI,"Zaghouan, Zaghouan, Tunisie",Entre 2 et 5 ans,Bac + 4,Plein temps,"Arabe , Français",,
chef atelier conception mécanique,SMCCER,La Manouba,CDD,https://www.keejob.com/offres-emploi/211502/chef-atelier-conception-m%C3%A9canique/,211502,18 novembre 2024,CDD,"Mornaguia, La Manouba, Tunisie",Entre 5 et 10 ans,Formations professionnelles,Plein temps,"Arabe , Français",1000 - 2000 DT / Mois,Locale
Gestionnaire de Paie Tunisienne h/f,AKWEL SERVICES TUNISIE,Tunis,CDI,https://www.keejob.com/offres-emploi/211547/gestionnaire-de-paie-tunisienne-hf/,211547,18 novembre 2024,CDI,"Cite El Khadra, Tunis, Tunisie",Entre 5 et 10 ans,Bac + 3,Plein temps,"Arabe , Français , Anglais",,Locale
Gestionnaire de Stock,ALPHA PROD,Tunis,CDD,https://www.keejob.com/offres-emploi/211570/gestionnaire-de-stock/,211570,18 novembre 2024,CDD,"Centre ville, Tunis, Tunisie",Entre 1 et 2 ans,Bac,Plein temps,"Arabe , Français , Anglais",700 - DT / Mois,
Responsable des Opérations France,BINITNS,Tunis,Unspecified,https://www.keejob.com/offres-emploi/211530/responsable-des-op%C3%A9rations-france/,211530,18 novembre 2024,,"Tunis, Tunisie",Plus que 10 ans,Bac + 5,Plein temps,"Français , Anglais",,
Responsable NOC (Network Operation Center),ALMAVIVA,Ariana,CDI,https://www.keejob.com/offres-emploi/211524/responsable-noc-network-operation-center/,211524,18 novembre 2024,CDI,"Ariana Ville, Ariana, Tunisie",Entre 2 et 5 ans,Bac + 5,Plein temps,"Français , Anglais",,
Responsable Maintenance Injection plastique,PLASTIC ELECTROMECHANIC COMPANY PEC,Zaghouan,"CDI, ,, CDD",https://www.keejob.com/offres-emploi/210757/responsable-maintenance-injection-plastique/,210757,18 novembre 2024,"CDI, ,, CDD","Hammam Zriba, Zaghouan, Tunisie",Entre 2 et 5 ans,Bac + 3,Plein temps,"Français , Anglais",,International
Technicien maintenance,PLASTIC ELECTROMECHANIC COMPANY PEC,Zaghouan,CDD,https://www.keejob.com/offres-emploi/211534/technicien-maintenance/,211534,18 novembre 2024,CDD,"Hammam Zriba, Zaghouan, Tunisie",Aucune expérience,Bac + 3,Plein temps,Français,,
soudeur qualifié,SMCCER,La Manouba,CDD,https://www.keejob.com/offres-emploi/211505/soudeur-qualifi%C3%A9/,211505,18 novembre 2024,CDD,"Mornaguia, La Manouba, Tunisie",Entre 1 et 2 ans,Formations professionnelles,Plein temps,"Arabe , Français",600 - 800 DT / Mois,
Vendeur/ Caissier Adidas Tunisia Mall,TUNTEX,Ariana,Unspecified,https://www.keejob.com/offres-emploi/211543/vendeur-caissier-adidas-tunisia-mall/,211543,18 novembre 2024,,"Ariana, Tunisie",Aucune expérience,Bac,Plein temps,,700 - DT / Mois,
Technicien Production - BBM BM,CARTHAGO SANITAIRE,Zaghouan,CDD,https://www.keejob.com/offres-emploi/211512/technicien-production-bbm-bm/,211512,18 novembre 2024,CDD,"Bir Mcherga, Zaghouan, Tunisie",Entre 1 et 2 ans,Secondaire,Plein temps,"Arabe , Français",700 - 1300 DT / Mois,Locale
